"PERIODE","TYPE_VOD","TYPE_FILM","ORIGIN","GENRE","UNIT","VALUE","STATUS"
"2023","SVOD","all","oep","fic","film","6175","A"
"2023","SVOD","all","oep","fic","view",".","D"
"2023","SVOD","all","oot","all","film","3769","A"
"2023","SVOD","all","oot","all","view",".","D"
"2023","SVOD","all","oot","ani","film","224","A"
"2023","SVOD","all","oot","ani","view",".","D"
"2023","SVOD","all","oot","doc","film","188","A"
"2023","SVOD","all","oot","doc","view",".","D"
"2023","SVOD","all","oot","fic","film","3357","A"
"2023","SVOD","all","oot","fic","view",".","D"
"2023","SVOD","all","ous","all","film","8000","A"
"2023","SVOD","all","ous","all","view",".","D"
"2023","SVOD","all","ous","ani","film","383","A"
"2023","SVOD","all","ous","ani","view",".","D"
"2023","SVOD","all","ous","doc","film","614","A"
"2023","SVOD","all","ous","doc","view",".","D"
"2023","SVOD","all","ous","fic","film","7003","A"
"2023","SVOD","all","ous","fic","view",".","D"
"2023","SVOD","cin","all","all","film","6253","A"
"2023","SVOD","cin","all","all","view",".","D"
"2023","SVOD","cin","all","ani","film","403","A"
"2023","SVOD","cin","all","ani","view",".","D"
"2023","SVOD","cin","all","doc","film","641","A"
"2023","SVOD","cin","all","doc","view",".","D"
"2023","SVOD","cin","all","fic","film","5209","A"
"2023","SVOD","cin","all","fic","view",".","D"
"2023","SVOD","cin","och","all","film","664","A"
"2023","SVOD","cin","och","all","view",".","D"
"2023","SVOD","cin","och","ani","film","3","A"
"2023","SVOD","cin","och","ani","view",".","D"
"2023","SVOD","cin","och","doc","film","370","A"
"2023","SVOD","cin","och","doc","view",".","D"
"2023","SVOD","cin","och","fic","film","291","A"
"2023","SVOD","cin","och","fic","view",".","D"
"2023","SVOD","cin","oep","all","film","2257","A"
"2023","SVOD","cin","oep","all","view",".","D"
"2023","SVOD","cin","oep","ani","film","123","A"
"2023","SVOD","cin","oep","ani","view",".","D"
"2023","SVOD","cin","oep","doc","film","180","A"
"2023","SVOD","cin","oep","doc","view",".","D"
"2023","SVOD","cin","oep","fic","film","1954","A"
"2023","SVOD","cin","oep","fic","view",".","D"
"2023","SVOD","cin","oot","all","film","585","A"
"2023","SVOD","cin","oot","all","view",".","D"
"2023","SVOD","cin","oot","ani","film","51","A"
"2023","SVOD","cin","oot","ani","view",".","D"
"2023","SVOD","cin","oot","doc","film","22","A"
"2023","SVOD","cin","oot","doc","view",".","D"
"2023","SVOD","cin","oot","fic","film","512","A"
"2023","SVOD","cin","oot","fic","view",".","D"
"2023","SVOD","cin","ous","all","film","2747","A"
"2023","SVOD","cin","ous","all","view",".","D"
"2023","SVOD","cin","ous","ani","film","226","A"
"2023","SVOD","cin","ous","ani","view",".","D"
"2023","SVOD","cin","ous","doc","film","69","A"
"2023","SVOD","cin","ous","doc","view",".","D"
"2023","SVOD","cin","ous","fic","film","2452","A"
"2023","SVOD","cin","ous","fic","view",".","D"
"2023","TVOD","all","all","all","film","28637","A"
"2023","TVOD","all","all","all","view","4307850","A"
"2023","TVOD","all","all","ani","film","1199","A"
"2023","TVOD","all","all","ani","view","479200","A"
"2023","TVOD","all","all","doc","film","2374","A"
"2023","TVOD","all","all","doc","view","35681","A"
"2023","TVOD","all","all","fic","film","25064","A"
"2023","TVOD","all","all","fic","view","3792969","A"
"2023","TVOD","all","och","all","film","777","A"
"2023","TVOD","all","och","all","view","52852","A"
"2023","TVOD","all","och","ani","film","4","A"
"2023","TVOD","all","och","ani","view","211","A"
"2023","TVOD","all","och","doc","film","370","A"
"2023","TVOD","all","och","doc","view","7733","A"
"2023","TVOD","all","och","fic","film","403","A"
"2023","TVOD","all","och","fic","view","44908","A"
"2023","TVOD","all","oep","all","film","11403","A"
"2023","TVOD","all","oep","all","view","956662","A"
"2023","TVOD","all","oep","ani","film","343","A"
"2023","TVOD","all","oep","ani","view","52597","A"
"2023","TVOD","all","oep","doc","film","1162","A"
"2023","TVOD","all","oep","doc","view","14820","A"
"2023","TVOD","all","oep","fic","film","9898","A"
"2023","TVOD","all","oep","fic","view","889245","A"
"2023","TVOD","all","oot","all","film","3701","A"
"2023","TVOD","all","oot","all","view","137468","A"
"2023","TVOD","all","oot","ani","film","246","A"
"2023","TVOD","all","oot","ani","view","17064","A"
"2023","TVOD","all","oot","doc","film","183","A"
"2023","TVOD","all","oot","doc","view","1533","A"
"2023","TVOD","all","oot","fic","film","3272","A"
"2023","TVOD","all","oot","fic","view","118871","A"
"2023","TVOD","all","ous","all","film","12756","A"
"2023","TVOD","all","ous","all","view","3160868","A"
"2023","TVOD","all","ous","ani","film","606","A"
"2023","TVOD","all","ous","ani","view","409328","A"
"2023","TVOD","all","ous","doc","film","659","A"
"2023","TVOD","all","ous","doc","view","11595","A"
"2023","TVOD","all","ous","fic","film","11491","A"
"2023","TVOD","all","ous","fic","view","2739945","A"
"2023","TVOD","cin","all","all","film","9678","A"
"2023","TVOD","cin","all","all","view","3581033","A"
"2023","TVOD","cin","all","ani","film","513","A"
"2023","TVOD","cin","all","ani","view","432665","A"
"2023","TVOD","cin","all","doc","film","851","A"
"2023","TVOD","cin","all","doc","view","26030","A"
"2023","TVOD","cin","all","fic","film","8314","A"
"2023","TVOD","cin","all","fic","view","3122338","A"
"2023","TVOD","cin","och","all","film","641","A"
"2023","TVOD","cin","och","all","view","48971","A"
"2023","TVOD","cin","och","ani","film","3","A"
"2023","TVOD","cin","och","ani","view","201","A"
"2023","TVOD","cin","och","doc","film","352","A"
"2023","TVOD","cin","och","doc","view","7561","A"
"2023","TVOD","cin","och","fic","film","286","A"
"2023","TVOD","cin","och","fic","view","41209","A"
"2023","TVOD","cin","oep","all","film","4288","A"
"2023","TVOD","cin","oep","all","view","818132","A"
"2023","TVOD","cin","oep","ani","film","205","A"
"2023","TVOD","cin","oep","ani","view","49474","A"
"2023","TVOD","cin","oep","doc","film","356","A"
"2023","TVOD","cin","oep","doc","view","9937","A"
"2023","TVOD","cin","oep","fic","film","3727","A"
"2023","TVOD","cin","oep","fic","view","758721","A"
"2023","TVOD","cin","oot","all","film","765","A"
"2023","TVOD","cin","oot","all","view","59054","A"
"2023","TVOD","cin","oot","ani","film","42","A"
"2023","TVOD","cin","oot","ani","view","11546","A"
"2023","TVOD","cin","oot","doc","film","34","A"
"2023","TVOD","cin","oot","doc","view","530","A"
"2023","TVOD","cin","oot","fic","film","689","A"
"2023","TVOD","cin","oot","fic","view","46978","A"
"2023","TVOD","cin","ous","all","film","3984","A"
"2023","TVOD","cin","ous","all","view","2654876","A"
"2023","TVOD","cin","ous","ani","film","263","A"
"2023","TVOD","cin","ous","ani","view","371444","A"
"2023","TVOD","cin","ous","doc","film","109","A"
"2023","TVOD","cin","ous","doc","view","8002","A"
"2023","TVOD","cin","ous","fic","film","3612","A"
"2023","TVOD","cin","ous","fic","view","2275430","A"
"2024","EST","all","all","all","film","27729","A"
"2024","EST","all","all","all","view","919719","A"
"2024","EST","all","all","ani","film","1208","A"
"2024","EST","all","all","ani","view","121595","A"
"2024","EST","all","all","doc","film","2129","A"
"2024","EST","all","all","doc","view","8484","A"
"2024","EST","all","all","fic","film","24392","A"
"2024","EST","all","all","fic","view","789640","A"
"2024","EST","all","och","all","film","605","A"
"2024","EST","all","och","all","view","11495","A"
"2024","EST","all","och","ani","film","3","A"
"2024","EST","all","och","ani","view","34","A"
"2024","EST","all","och","doc","film","229","A"
"2024","EST","all","och","doc","view","1452","A"
"2024","EST","all","och","fic","film","373","A"
"2024","EST","all","och","fic","view","10009","A"
"2024","EST","all","oep","all","film","11403","A"
"2024","EST","all","oep","all","view","149142","A"
"2024","EST","all","oep","ani","film","345","A"
"2024","EST","all","oep","ani","view","8635","A"
"2024","EST","all","oep","doc","film","1109","A"
"2024","EST","all","oep","doc","view","3233","A"
"2024","EST","all","oep","fic","film","9949","A"
"2024","EST","all","oep","fic","view","137274","A"
"2024","EST","all","oot","all","film","3285","A"
"2024","EST","all","oot","all","view","41865","A"
"2024","EST","all","oot","ani","film","249","A"
"2024","EST","all","oot","ani","view","2804","A"
"2024","EST","all","oot","doc","film","160","A"
"2024","EST","all","oot","doc","view","448","A"
"2024","EST","all","oot","fic","film","2876","A"
"2024","EST","all","oot","fic","view","38613","A"
"2024","EST","all","ous","all","film","12436","A"
"2024","EST","all","ous","all","view","717217","A"
"2024","EST","all","ous","ani","film","611","A"
"2024","EST","all","ous","ani","view","110122","A"
"2024","EST","all","ous","doc","film","631","A"
"2024","EST","all","ous","doc","view","3351","A"
"2024","EST","all","ous","fic","film","11194","A"
"2024","EST","all","ous","fic","view","603744","A"
"2024","EST","cin","all","all","film","9006","A"
"2024","EST","cin","all","all","view","785244","A"
"2024","EST","cin","all","ani","film","530","A"
"2024","EST","cin","all","ani","view","111130","A"
"2024","EST","cin","all","doc","film","640","A"
"2024","EST","cin","all","doc","view","5391","A"
"2024","EST","cin","all","fic","film","7836","A"
"2024","EST","cin","all","fic","view","668723","A"
"2024","EST","cin","och","all","film","477","A"
"2024","EST","cin","och","all","view","10997","A"
"2024","EST","cin","och","ani","film","3","A"
"2024","EST","cin","och","ani","view","34","A"
"2024","EST","cin","och","doc","film","214","A"
"2024","EST","cin","och","doc","view","1367","A"
"2024","EST","cin","och","fic","film","260","A"
"2024","EST","cin","och","fic","view","9596","A"
"2024","EST","cin","oep","all","film","4050","A"
"2024","EST","cin","oep","all","view","117386","A"
"2024","EST","cin","oep","ani","film","206","A"
"2024","EST","cin","oep","ani","view","7698","A"
"2024","EST","cin","oep","doc","film","303","A"
"2024","EST","cin","oep","doc","view","1851","A"
"2024","EST","cin","oep","fic","film","3541","A"
"2024","EST","cin","oep","fic","view","107837","A"
"2024","EST","cin","oot","all","film","470","A"
"2024","EST","cin","oot","all","view","27058","A"
"2024","EST","cin","oot","ani","film","49","A"
"2024","EST","cin","oot","ani","view","1635","A"
"2024","EST","cin","oot","doc","film","17","A"
"2024","EST","cin","oot","doc","view","46","A"
"2024","EST","cin","oot","fic","film","404","A"
"2024","EST","cin","oot","fic","view","25377","A"
"2024","EST","cin","ous","all","film","4009","A"
"2024","EST","cin","ous","all","view","629803","A"
"2024","EST","cin","ous","ani","film","272","A"
"2024","EST","cin","ous","ani","view","101763","A"
"2024","EST","cin","ous","doc","film","106","A"
"2024","EST","cin","ous","doc","view","2127","A"
"2024","EST","cin","ous","fic","film","3631","A"
"2024","EST","cin","ous","fic","view","525913","A"
"2024","SVOD","all","all","all","film","20057","A"
"2024","SVOD","all","all","all","view",".","D"
"2024","SVOD","all","all","ani","film","856","A"
"2024","SVOD","all","all","ani","view",".","D"
"2024","SVOD","all","all","doc","film","2213","A"
"2024","SVOD","all","all","doc","view",".","D"
"2024","SVOD","all","all","fic","film","16988","A"
"2024","SVOD","all","all","fic","view",".","D"
"2024","SVOD","all","och","all","film","751","A"
"2024","SVOD","all","och","all","view",".","D"
"2024","SVOD","all","och","ani","film","4","A"
"2024","SVOD","all","och","ani","view",".","D"
"2024","SVOD","all","och","doc","film","398","A"
"2024","SVOD","all","och","doc","view",".","D"
"2024","SVOD","all","och","fic","film","349","A"
"2024","SVOD","all","och","fic","view",".","D"
"2024","SVOD","all","oep","all","film","7290","A"
"2024","SVOD","all","oep","all","view",".","D"
"2024","SVOD","all","oep","ani","film","228","A"
"2024","SVOD","all","oep","ani","view",".","D"
"2024","SVOD","all","oep","doc","film","953","A"
"2024","SVOD","all","oep","doc","view",".","D"
"2024","SVOD","all","oep","fic","film","6109","A"
"2024","SVOD","all","oep","fic","view",".","D"
"2024","SVOD","all","oot","all","film","4021","A"
"2024","SVOD","all","oot","all","view",".","D"
"2024","SVOD","all","oot","ani","film","222","A"
"2024","SVOD","all","oot","ani","view",".","D"
"2024","SVOD","all","oot","doc","film","224","A"
"2024","SVOD","all","oot","doc","view",".","D"
"2024","SVOD","all","oot","fic","film","3575","A"
"2024","SVOD","all","oot","fic","view",".","D"
"2024","SVOD","all","ous","all","film","7995","A"
"2024","SVOD","all","ous","all","view",".","D"
"2024","SVOD","all","ous","ani","film","402","A"
"2024","SVOD","all","ous","ani","view",".","D"
"2024","SVOD","all","ous","doc","film","638","A"
"2024","SVOD","all","ous","doc","view",".","D"
"2024","SVOD","all","ous","fic","film","6955","A"
"2024","SVOD","all","ous","fic","view",".","D"
"2024","SVOD","cin","all","all","film","6061","A"
"2024","SVOD","cin","all","all","view",".","D"
"2024","SVOD","cin","all","ani","film","402","A"
"2024","SVOD","cin","all","ani","view",".","D"
"2024","SVOD","cin","all","doc","film","643","A"
"2024","SVOD","cin","all","doc","view",".","D"
"2024","SVOD","cin","all","fic","film","5016","A"
"2024","SVOD","cin","all","fic","view",".","D"
"2024","SVOD","cin","och","all","film","668","A"
"2024","SVOD","cin","och","all","view",".","D"
"2024","SVOD","cin","och","ani","film","3","A"
"2024","SVOD","cin","och","ani","view",".","D"
"2024","SVOD","cin","och","doc","film","370","A"
"2024","SVOD","cin","och","doc","view",".","D"
"2024","SVOD","cin","och","fic","film","295","A"
"2024","SVOD","cin","och","fic","view",".","D"
"2024","SVOD","cin","oep","all","film","2075","A"
"2024","SVOD","cin","oep","all","view",".","D"
"2024","SVOD","cin","oep","ani","film","117","A"
"2024","SVOD","cin","oep","ani","view",".","D"
"2024","SVOD","cin","oep","doc","film","177","A"
"2024","SVOD","cin","oep","doc","view",".","D"
"2024","SVOD","cin","oep","fic","film","1781","A"
"2024","SVOD","cin","oep","fic","view",".","D"
"2024","SVOD","cin","oot","all","film","620","A"
"2024","SVOD","cin","oot","all","view",".","D"
"2024","SVOD","cin","oot","ani","film","54","A"
"2024","SVOD","cin","oot","ani","view",".","D"
"2024","SVOD","cin","oot","doc","film","26","A"
"2024","SVOD","cin","oot","doc","view",".","D"
"2024","SVOD","cin","oot","fic","film","540","A"
"2024","SVOD","cin","oot","fic","view",".","D"
"2024","SVOD","cin","ous","all","film","2698","A"
"2024","SVOD","cin","ous","all","view",".","D"
"2024","SVOD","cin","ous","ani","film","228","A"
"2024","SVOD","cin","ous","ani","view",".","D"
"2024","SVOD","cin","ous","doc","film","70","A"
"2024","SVOD","cin","ous","doc","view",".","D"
"2024","SVOD","cin","ous","fic","film","2400","A"
"2024","SVOD","cin","ous","fic","view",".","D"
"2024","TVOD","all","all","all","film","28686","A"
"2024","TVOD","all","all","all","view","4007624","A"
"2024","TVOD","all","all","ani","film","1206","A"
"2024","TVOD","all","all","ani","view","488020","A"
"2024","TVOD","all","all","doc","film","2374","A"
"2024","TVOD","all","all","doc","view","35181","A"
"2024","TVOD","all","all","fic","film","25106","A"
"2024","TVOD","all","all","fic","view","3484423","A"
"2024","TVOD","all","och","all","film","818","A"
"2024","TVOD","all","och","all","view","63780","A"
"2024","TVOD","all","och","ani","film","6","A"
"2024","TVOD","all","och","ani","view","223","A"
"2024","TVOD","all","och","doc","film","390","A"
"2024","TVOD","all","och","doc","view","10681","A"
"2024","TVOD","all","och","fic","film","422","A"
"2024","TVOD","all","och","fic","view","52876","A"
"2024","TVOD","all","oep","all","film","11770","A"
"2024","TVOD","all","oep","all","view","917707","A"
"2024","TVOD","all","oep","ani","film","346","A"
"2024","TVOD","all","oep","ani","view","36833","A"
"2024","TVOD","all","oep","doc","film","1175","A"
"2024","TVOD","all","oep","doc","view","13830","A"
"2024","TVOD","all","oep","fic","film","10249","A"
"2024","TVOD","all","oep","fic","view","867044","A"
"2024","TVOD","all","oot","all","film","3634","A"
"2024","TVOD","all","oot","all","view","141735","A"
"2024","TVOD","all","oot","ani","film","249","A"
"2024","TVOD","all","oot","ani","view","10617","A"
"2024","TVOD","all","oot","doc","film","184","A"
"2024","TVOD","all","oot","doc","view","1198","A"
"2024","TVOD","all","oot","fic","film","3201","A"
"2024","TVOD","all","oot","fic","view","129920","A"
"2024","TVOD","all","ous","all","film","12464","A"
"2024","TVOD","all","ous","all","view","2884402","A"
"2024","TVOD","all","ous","ani","film","605","A"
"2024","TVOD","all","ous","ani","view","440347","A"
"2024","TVOD","all","ous","doc","film","625","A"
"2024","TVOD","all","ous","doc","view","9472","A"
"2024","TVOD","all","ous","fic","film","11234","A"
"2024","TVOD","all","ous","fic","view","2434583","A"
"2024","TVOD","cin","all","all","film","9882","A"
"2024","TVOD","cin","all","all","view","3413708","A"
"2024","TVOD","cin","all","ani","film","536","A"
"2024","TVOD","cin","all","ani","view","456205","A"
"2024","TVOD","cin","all","doc","film","890","A"
"2024","TVOD","cin","all","doc","view","26764","A"
"2024","TVOD","cin","all","fic","film","8456","A"
"2024","TVOD","cin","all","fic","view","2930739","A"
"2024","TVOD","cin","och","all","film","683","A"
"2024","TVOD","cin","och","all","view","62395","A"
"2024","TVOD","cin","och","ani","film","4","A"
"2024","TVOD","cin","och","ani","view","212","A"
"2024","TVOD","cin","och","doc","film","374","A"
"2024","TVOD","cin","och","doc","view","10337","A"
"2024","TVOD","cin","och","fic","film","305","A"
"2024","TVOD","cin","och","fic","view","51846","A"
"2024","TVOD","cin","oep","all","film","4396","A"
"2024","TVOD","cin","oep","all","view","776461","A"
"2024","TVOD","cin","oep","ani","film","208","A"
"2024","TVOD","cin","oep","ani","view","33554","A"
"2024","TVOD","cin","oep","doc","film","368","A"
"2024","TVOD","cin","oep","doc","view","9587","A"
"2024","TVOD","cin","oep","fic","film","3820","A"
"2024","TVOD","cin","oep","fic","view","733320","A"
"2024","TVOD","cin","oot","all","film","782","A"
"2024","TVOD","cin","oot","all","view","68636","A"
"2024","TVOD","cin","oot","ani","film","52","A"
"2024","TVOD","cin","oot","ani","view","5689","A"
"2024","TVOD","cin","oot","doc","film","35","A"
"2024","TVOD","cin","oot","doc","view","347","A"
"2024","TVOD","cin","oot","fic","film","695","A"
"2024","TVOD","cin","oot","fic","view","62600","A"
"2024","TVOD","cin","ous","all","film","4021","A"
"2024","TVOD","cin","ous","all","view","2506216","A"
"2024","TVOD","cin","ous","ani","film","272","A"
"2024","TVOD","cin","ous","ani","view","416750","A"
"2024","TVOD","cin","ous","doc","film","113","A"
"2024","TVOD","cin","ous","doc","view","6493","A"
"2024","TVOD","cin","ous","fic","film","3636","A"
"2024","TVOD","cin","ous","fic","view","2082973","A"
